gene_set	genes	metric	reprocessed_sample	published_sample	correlation
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	E_BC_CAR_T	-0.039973349761888016
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	E_T_cell	-0.6473653259505115
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	M_B7H3_CAR_T	0.6868120815981665
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	M_BC_CAR_T	0.9800963019851284
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_BC_CAR_T	M_T_cell	0.15309994328749096
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_T_cell	B_B7H3_CAR_T	-0.5750632728263443
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_T_cell	B_BC_CAR_T	-0.3711292968827386
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_T_cell	B_T_cell	0.1528824141293365
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_T_cell	E_B7H3_CAR_T	-0.42739700752980075
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_T_cell	E_BC_CAR_T	-0.6789795134946115
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_T_cell	E_T_cell	-0.11429948873889395
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_T_cell	M_B7H3_CAR_T	0.5813165462859768
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_T_cell	M_BC_CAR_T	0.1550245096408166
CPM5_both_at_least3_samples	8357	pearson_gene_centered_log2_CPM_plus1	M_T_cell	M_T_cell	0.9649744355005606
