symbol	ROS_gene_id
GLYATL3	gene-GLYATL3
GLYCTK	gene-GLYCTK
GLYR1	gene-GLYR1
GM2A	gene-GM2A
GMDS	gene-GMDS
GMEB1	gene-GMEB1
GMEB2	gene-GMEB2
GMFB	gene-GMFB
GMFG	gene-GMFG
GMIP	gene-GMIP
GMNN	gene-GMNN
GMPPA	gene-GMPPA
GMPPB	gene-GMPPB
GMPR	gene-GMPR
GMPR2	gene-GMPR2
GMPS	gene-GMPS
GNA12	gene-GNA12
GNA13	gene-GNA13
GNA14	gene-GNA14
GNA15	gene-GNA15
GNAI1	gene-GNAI1
GNAI2	gene-GNAI2
GNAI3	gene-GNAI3
GNAL	gene-GNAL
GNAO1	gene-GNAO1
GNAQ	gene-GNAQ
GNAS	gene-GNAS
GNAZ	gene-GNAZ
GNB1	gene-GNB1
GNB1L	gene-GNB1L
GNB2	gene-GNB2
GNB3	gene-GNB3
GNB4	gene-GNB4
GNB5	gene-GNB5
GNE	gene-GNE
GNG10	gene-GNG10
GNG11	gene-GNG11
GNG2	gene-GNG2
GNG3	gene-GNG3
GNG4	gene-GNG4
GNGT2	gene-GNGT2
GNL1	gene-GNL1
GNL2	gene-GNL2
GNL3	gene-GNL3
GNL3L	gene-GNL3L
GNMT	gene-GNMT
GNPAT	gene-GNPAT
GNPDA1	gene-GNPDA1
GNPDA2	gene-GNPDA2
GNPNAT1	gene-GNPNAT1
GNPTAB	gene-GNPTAB
GNPTG	gene-GNPTG
GNS	gene-GNS
GOLGA1	gene-GOLGA1
GOLGA3	gene-GOLGA3
GOLGA4	gene-GOLGA4
GOLGA5	gene-GOLGA5
GOLGA7	gene-GOLGA7
GOLGA7B	gene-GOLGA7B
GOLGB1	gene-GOLGB1
GOLIM4	gene-GOLIM4
GOLM1	gene-GOLM1
GOLM2	gene-GOLM2
GOLPH3	gene-GOLPH3
GOLPH3L	gene-GOLPH3L
GOLT1B	gene-GOLT1B
GON7	gene-GON7
GOPC	gene-GOPC
GORAB	gene-GORAB
GORASP1	gene-GORASP1
GORASP2	gene-GORASP2
GOSR1	gene-GOSR1
GOT1	gene-GOT1
GOT2	gene-GOT2
GPA33	gene-GPA33
GPAA1	gene-GPAA1
GPALPP1	gene-GPALPP1
GPAM	gene-GPAM
GPANK1	gene-GPANK1
GPAT2	gene-GPAT2
GPAT3	gene-GPAT3
GPAT4	gene-GPAT4
GPATCH1	gene-GPATCH1
GPATCH2	gene-GPATCH2
GPATCH2L	gene-GPATCH2L
GPATCH3	gene-GPATCH3
GPATCH4	gene-GPATCH4
GPATCH8	gene-GPATCH8
GPBAR1	gene-GPBAR1
GPBP1	gene-GPBP1
GPBP1L1	gene-GPBP1L1
GPC1	gene-GPC1
GPC2	gene-GPC2
GPC3	gene-GPC3
GPC4	gene-GPC4
GPCPD1	gene-GPCPD1
GPD1	gene-GPD1
GPD1L	gene-GPD1L
GPD2	gene-GPD2
GPER1	gene-GPER1
GPHA2	gene-GPHA2
GPHN	gene-GPHN
GPI	gene-GPI
GPLD1	gene-GPLD1
GPM6A	gene-GPM6A
GPM6B	gene-GPM6B
GPN2	gene-GPN2
GPN3	gene-GPN3
GPNMB	gene-GPNMB
GPR1	gene-GPR1
GPR107	gene-GPR107
GPR108	gene-GPR108
GPR132	gene-GPR132
GPR137	gene-GPR137
GPR137B	gene-GPR137B
GPR137C	gene-GPR137C
GPR141	gene-GPR141
GPR146	gene-GPR146
GPR149	gene-GPR149
GPR15	gene-GPR15
GPR151	gene-GPR151
GPR152	gene-GPR152
GPR153	gene-GPR153
GPR155	gene-GPR155
GPR157	gene-GPR157
GPR160	gene-GPR160
GPR161	gene-GPR161
GPR162	gene-GPR162
GPR171	gene-GPR171
GPR173	gene-GPR173
GPR176	gene-GPR176
GPR179	gene-GPR179
GPR18	gene-GPR18
GPR180	gene-GPR180
GPR182	gene-GPR182
GPR183	gene-GPR183
GPR19	gene-GPR19
GPR31	gene-GPR31
GPR39	gene-GPR39
GPR45	gene-GPR45
GPR52	gene-GPR52
GPR55	gene-GPR55
GPR61	gene-GPR61
GPR63	gene-GPR63
GPR65	gene-GPR65
GPR68	gene-GPR68
GPR82	gene-GPR82
GPR83	gene-GPR83
GPR84	gene-GPR84
GPR85	gene-GPR85
GPR87	gene-GPR87
GPRASP1	gene-GPRASP1
GPRASP2	gene-GPRASP2
GPRC5B	gene-GPRC5B
GPRC5C	gene-GPRC5C
GPRC5D	gene-GPRC5D
GPRIN1	gene-GPRIN1
GPRIN3	gene-GPRIN3
GPS1	gene-GPS1
GPS2	gene-GPS2
GPSM1	gene-GPSM1
GPSM2	gene-GPSM2
GPSM3	gene-GPSM3
GPT	gene-GPT
GPX1	gene-GPX1
GPX2	gene-GPX2
GPX3	gene-GPX3
GPX8	gene-GPX8
GRAMD1A	gene-GRAMD1A
GRAMD1B	gene-GRAMD1B
GRAMD1C	gene-GRAMD1C
GRAMD2B	gene-GRAMD2B
GRAMD4	gene-GRAMD4
GRAP2	gene-GRAP2
GRB10	gene-GRB10
GRB2	gene-GRB2
GRB7	gene-GRB7
GREB1	gene-GREB1
GREB1L	gene-GREB1L
GRHL1	gene-GRHL1
GRHL2	gene-GRHL2
GRHL3	gene-GRHL3
GRHPR	gene-GRHPR
GRID1	gene-GRID1
GRID2IP	gene-GRID2IP
GRIN2B	gene-GRIN2B
GRIN2C	gene-GRIN2C
GRIN2D	gene-GRIN2D
GRINA	gene-GRINA
GRIPAP1	gene-GRIPAP1
GRK1	gene-GRK1
GRK2	gene-GRK2
GRK3	gene-GRK3
GRK5	gene-GRK5
GRK6	gene-GRK6
GRM2	gene-GRM2
GRM5	gene-GRM5
GRN	gene-GRN
GRPEL1	gene-GRPEL1
GRPR	gene-GRPR
GRSF1	gene-GRSF1
GRWD1	gene-GRWD1
GSAP	gene-GSAP
GSDMA	gene-GSDMA
GSDMC	gene-GSDMC
GSDMD	gene-GSDMD
GSDME	gene-GSDME
GSE1	gene-GSE1
GSG1L	gene-GSG1L
GSK3A	gene-GSK3A
GSK3B	gene-GSK3B
GSKIP	gene-GSKIP
GSN	gene-GSN
GSPT1	gene-GSPT1
GSPT2	gene-GSPT2
GSR	gene-GSR
GSS	gene-GSS
GSTA4	gene-GSTA4
GSTCD	gene-GSTCD
GSTO1	gene-GSTO1
GSTP1	gene-GSTP1
GSTZ1	gene-GSTZ1
GTDC1	gene-GTDC1
GTF2A1	gene-GTF2A1
GTF2A2	gene-GTF2A2
GTF2B	gene-GTF2B
GTF2E1	gene-GTF2E1
GTF2E2	gene-GTF2E2
GTF2F1	gene-GTF2F1
GTF2F2	gene-GTF2F2
GTF2H1	gene-GTF2H1
GTF2H3	gene-GTF2H3
GTF2H5	gene-GTF2H5
GTF2I	gene-GTF2I
GTF2IRD1	gene-GTF2IRD1
GTF3A	gene-GTF3A
GTF3C1	gene-GTF3C1
GTF3C2	gene-GTF3C2
GTF3C3	gene-GTF3C3
GTF3C4	gene-GTF3C4
GTPBP1	gene-GTPBP1
GTPBP10	gene-GTPBP10
GTPBP2	gene-GTPBP2
GTPBP3	gene-GTPBP3
GTPBP4	gene-GTPBP4
GTPBP6	gene-GTPBP6
GTPBP8	gene-GTPBP8
GTSE1	gene-GTSE1
GUCA1B	gene-GUCA1B
GUCY1B1	gene-GUCY1B1
GUF1	gene-GUF1
GUK1	gene-GUK1
GUSB	gene-GUSB
GVQW3	gene-GVQW3
GXYLT1	gene-GXYLT1
GXYLT2	gene-GXYLT2
GYG1	gene-GYG1
GYG2	gene-GYG2
GYPC	gene-GYPC
GYS1	gene-GYS1
GZF1	gene-GZF1
GZMA	gene-GZMA
GZMB	gene-GZMB
GZMK	gene-GZMK
H1-0	gene-H1-0
H1-4	gene-H1-4
H1-5	gene-H1-5
H1-7	gene-H1-7
H2AC11	gene-H2AC11
H2AC13	gene-H2AC13
H2AC14	gene-H2AC14
H2AC15	gene-H2AC15
H2AC17	gene-H2AC17
H2AC21	gene-H2AC21
H2AC5	gene-H2AC5
H2AC6	gene-H2AC6
H2AC9	gene-H2AC9
H2AJ	gene-H2AJ
H2AW	gene-H2AW
H2AX	gene-H2AX
H2AZ1	gene-H2AZ1
H2AZ2	gene-H2AZ2
H2BC13	gene-H2BC13
H2BC14	gene-H2BC14
H2BC15	gene-H2BC15
H2BC18	gene-H2BC18
H2BC20	gene-H2BC20
H2BC21	gene-H2BC21
H2BC4	gene-H2BC4
H2BC8	gene-H2BC8
H2BU1	gene-H2BU1
H2BU2	gene-H2BU2
H3-3A	gene-H3-3A
H3C1	gene-H3C1
H3C13	gene-H3C13
H3C8	gene-H3C8
H4-16	gene-H4-16
H4C11	gene-H4C11
H4C12	gene-H4C12
H4C13	gene-H4C13
H4C4	gene-H4C4
H4C8	gene-H4C8
H4C9	gene-H4C9
H6PD	gene-H6PD
HAAO	gene-HAAO
HABP4	gene-HABP4
HACD2	gene-HACD2
HACD3	gene-HACD3
HACD4	gene-HACD4
HACE1	gene-HACE1
HADH	gene-HADH
HADHA	gene-HADHA
HAGH	gene-HAGH
HAGHL	gene-HAGHL
HAND1	gene-HAND1
HAP1	gene-HAP1
HAPLN3	gene-HAPLN3
HAPLN4	gene-HAPLN4
HARBI1	gene-HARBI1
HARS1	gene-HARS1
HARS2	gene-HARS2
HAS3	gene-HAS3
HASPIN	gene-HASPIN
HAT1	gene-HAT1
HAUS1	gene-HAUS1
HAUS2	gene-HAUS2
HAUS3	gene-HAUS3
HAUS5	gene-HAUS5
HAUS6	gene-HAUS6
HAUS7	gene-HAUS7
HAUS8	gene-HAUS8
HAVCR1	gene-HAVCR1
HAVCR2	gene-HAVCR2
HAX1	gene-HAX1
HBEGF	gene-HBEGF
HBP1	gene-HBP1
HBS1L	gene-HBS1L
HCCS	gene-HCCS
HCFC1	gene-HCFC1
HCFC1R1	gene-HCFC1R1
HCFC2	gene-HCFC2
HCK	gene-HCK
HCLS1	gene-HCLS1
HCN2	gene-HCN2
HCN3	gene-HCN3
HCRT	gene-HCRT
HCRTR1	gene-HCRTR1
HCST	gene-HCST
HDAC1	gene-HDAC1
HDAC10	gene-HDAC10
HDAC11	gene-HDAC11
HDAC2	gene-HDAC2
HDAC3	gene-HDAC3
HDAC4	gene-HDAC4
HDAC5	gene-HDAC5
HDAC6	gene-HDAC6
HDAC7	gene-HDAC7
HDAC8	gene-HDAC8
HDAC9	gene-HDAC9
HDDC2	gene-HDDC2
HDDC3	gene-HDDC3
HDGF	gene-HDGF
HDGFL2	gene-HDGFL2
HDGFL3	gene-HDGFL3
HDHD2	gene-HDHD2
HDHD3	gene-HDHD3
HDHD5	gene-HDHD5
HDLBP	gene-HDLBP
HEATR1	gene-HEATR1
HEATR3	gene-HEATR3
HEATR4	gene-HEATR4
HEATR5A	gene-HEATR5A
HEATR5B	gene-HEATR5B
HEATR6	gene-HEATR6
HEBP2	gene-HEBP2
HECA	gene-HECA
HECTD1	gene-HECTD1
HECTD2	gene-HECTD2
HECTD3	gene-HECTD3
HECTD4	gene-HECTD4
HECW2	gene-HECW2
HEG1	gene-HEG1
HELB	gene-HELB
HELLS	gene-HELLS
HELQ	gene-HELQ
HELZ	gene-HELZ
HELZ2	gene-HELZ2
HEMGN	gene-HEMGN
HEMK1	gene-HEMK1
HENMT1	gene-HENMT1
HEPACAM2	gene-HEPACAM2
HEPH	gene-HEPH
HEPHL1	gene-HEPHL1
HERC1	gene-HERC1
HERC2	gene-HERC2
HERC3	gene-HERC3
HERC4	gene-HERC4
HERC6	gene-HERC6
HERPUD1	gene-HERPUD1
HERPUD2	gene-HERPUD2
HEXB	gene-HEXB
HEXD	gene-HEXD
HEXIM1	gene-HEXIM1
HEXIM2	gene-HEXIM2
HEY1	gene-HEY1
HFE	gene-HFE
HFM1	gene-HFM1
HGD	gene-HGD
HGF	gene-HGF
HGS	gene-HGS
HGSNAT	gene-HGSNAT
HHAT	gene-HHAT
HHEX	gene-HHEX
HIBADH	gene-HIBADH
HIBCH	gene-HIBCH
HIC1	gene-HIC1
HIC2	gene-HIC2
HID1	gene-HID1
HIF1A	gene-HIF1A
HIF1AN	gene-HIF1AN
HIF3A	gene-HIF3A
HIKESHI	gene-HIKESHI
HINFP	gene-HINFP
HINT2	gene-HINT2
HIP1	gene-HIP1
HIP1R	gene-HIP1R
HIPK1	gene-HIPK1
HIPK2	gene-HIPK2
HIPK3	gene-HIPK3
HIPK4	gene-HIPK4
HIRA	gene-HIRA
HIRIP3	gene-HIRIP3
HIVEP1	gene-HIVEP1
HIVEP2	gene-HIVEP2
HIVEP3	gene-HIVEP3
HJURP	gene-HJURP
HK1	gene-HK1
HK2	gene-HK2
HK3	gene-HK3
HKDC1	gene-HKDC1
HLCS	gene-HLCS
HLF	gene-HLF
HLTF	gene-HLTF
HLX	gene-HLX
HM13	gene-HM13
HMBOX1	gene-HMBOX1
HMBS	gene-HMBS
HMCES	gene-HMCES
HMCN2	gene-HMCN2
HMG20A	gene-HMG20A
HMG20B	gene-HMG20B
HMGA1	gene-HMGA1
HMGB1	gene-HMGB1
HMGB2	gene-HMGB2
HMGB3	gene-HMGB3
HMGCL	gene-HMGCL
HMGCR	gene-HMGCR
HMGCS1	gene-HMGCS1
HMGN1	gene-HMGN1
HMGN3	gene-HMGN3
HMGN4	gene-HMGN4
HMGXB3	gene-HMGXB3
HMGXB4	gene-HMGXB4
HMMR	gene-HMMR
HMOX1	gene-HMOX1
HMOX2	gene-HMOX2
HMX1	gene-HMX1
HMX2	gene-HMX2
HNF1A	gene-HNF1A
HNF1B	gene-HNF1B
HNF4A	gene-HNF4A
HNRNPA0	gene-HNRNPA0
HNRNPA2B1	gene-HNRNPA2B1
HNRNPA3	gene-HNRNPA3
HNRNPAB	gene-HNRNPAB
HNRNPD	gene-HNRNPD
HNRNPDL	gene-HNRNPDL
HNRNPF	gene-HNRNPF
HNRNPH1	gene-HNRNPH1
HNRNPH2	gene-HNRNPH2
HNRNPH3	gene-HNRNPH3
HNRNPK	gene-HNRNPK
HNRNPL	gene-HNRNPL
HNRNPLL	gene-HNRNPLL
HNRNPM	gene-HNRNPM
HNRNPR	gene-HNRNPR
HNRNPU	gene-HNRNPU
HNRNPUL1	gene-HNRNPUL1
HOMER1	gene-HOMER1
HOMER2	gene-HOMER2
HOMER3	gene-HOMER3
HOMEZ	gene-HOMEZ
HOOK1	gene-HOOK1
HOOK2	gene-HOOK2
HOOK3	gene-HOOK3
HOPX	gene-HOPX
HORMAD2	gene-HORMAD2
HOXA11	gene-HOXA11
HOXA5	gene-HOXA5
HOXB2	gene-HOXB2
HOXB3	gene-HOXB3
HOXB4	gene-HOXB4
HOXB5	gene-HOXB5
HOXB6	gene-HOXB6
HOXB7	gene-HOXB7
HOXB9	gene-HOXB9
HOXC11	gene-HOXC11
HOXC13	gene-HOXC13
HOXC4	gene-HOXC4
HOXC6	gene-HOXC6
HOXD10	gene-HOXD10
HP1BP3	gene-HP1BP3
HPCAL1	gene-HPCAL1
HPCAL4	gene-HPCAL4
HPDL	gene-HPDL
HPF1	gene-HPF1
HPN	gene-HPN
HPRT1	gene-HPRT1
HPS1	gene-HPS1
HPS3	gene-HPS3
HPS4	gene-HPS4
HPS5	gene-HPS5
HPS6	gene-HPS6
HPSE	gene-HPSE
HR	gene-HR
HRAS	gene-HRAS
HRH1	gene-HRH1
HRH2	gene-HRH2
HRH4	gene-HRH4
HROB	gene-HROB
HS1BP3	gene-HS1BP3
HS3ST2	gene-HS3ST2
HS6ST1	gene-HS6ST1
HS6ST2	gene-HS6ST2
HSBP1	gene-HSBP1
HSCB	gene-HSCB
HSD11B1	gene-HSD11B1
HSD11B1L	gene-HSD11B1L
HSD17B1	gene-HSD17B1
HSD17B10	gene-HSD17B10
HSD17B12	gene-HSD17B12
HSD17B13	gene-HSD17B13
HSD17B4	gene-HSD17B4
HSD17B6	gene-HSD17B6
HSD17B7	gene-HSD17B7
HSD3B7	gene-HSD3B7
HSDL1	gene-HSDL1
HSDL2	gene-HSDL2
HSF1	gene-HSF1
HSF2	gene-HSF2
HSF2BP	gene-HSF2BP
HSF4	gene-HSF4
HSF5	gene-HSF5
HSH2D	gene-HSH2D
HSP90AA1	gene-HSP90AA1
HSP90AB1	gene-HSP90AB1
HSP90B1	gene-HSP90B1
HSPA12A	gene-HSPA12A
HSPA12B	gene-HSPA12B
HSPA13	gene-HSPA13
HSPA14	gene-HSPA14
HSPA2	gene-HSPA2
HSPA4	gene-HSPA4
HSPA4L	gene-HSPA4L
HSPA5	gene-HSPA5
HSPA8	gene-HSPA8
HSPA9	gene-HSPA9
HSPB1	gene-HSPB1
HSPB11	gene-HSPB11
HSPB6	gene-HSPB6
HSPB8	gene-HSPB8
HSPBAP1	gene-HSPBAP1
HSPBP1	gene-HSPBP1
HSPG2	gene-HSPG2
HSPH1	gene-HSPH1
HTATIP2	gene-HTATIP2
HTATSF1	gene-HTATSF1
HTR1A	gene-HTR1A
HTR2A	gene-HTR2A
HTR2B	gene-HTR2B
HTR3B	gene-HTR3B
HTR6	gene-HTR6
HTR7	gene-HTR7
HTRA1	gene-HTRA1
HTRA2	gene-HTRA2
HTRA3	gene-HTRA3
HTRA4	gene-HTRA4
HTT	gene-HTT
HUS1	gene-HUS1
HUWE1	gene-HUWE1
HVCN1	gene-HVCN1
HYAL1	gene-HYAL1
HYAL2	gene-HYAL2
HYAL3	gene-HYAL3
HYDIN	gene-HYDIN
HYI	gene-HYI
HYKK	gene-HYKK
HYLS1	gene-HYLS1
HYOU1	gene-HYOU1
HYPK	gene-HYPK
IAH1	gene-IAH1
IARS1	gene-IARS1
IARS2	gene-IARS2
IBA57	gene-IBA57
IBTK	gene-IBTK
ICA1	gene-ICA1
ICA1L	gene-ICA1L
ICAM1	gene-ICAM1
ICAM2	gene-ICAM2
ICAM3	gene-ICAM3
ICAM5	gene-ICAM5
ICE1	gene-ICE1
ICE2	gene-ICE2
ICOS	gene-ICOS
ID1	gene-ID1
ID3	gene-ID3
IDE	gene-IDE
IDH1	gene-IDH1
IDH2	gene-IDH2
IDH3A	gene-IDH3A
IDH3B	gene-IDH3B
IDH3G	gene-IDH3G
IDNK	gene-IDNK
IDO1	gene-IDO1
IDS	gene-IDS
IDUA	gene-IDUA
IER2	gene-IER2
IER3	gene-IER3
IER5	gene-IER5
IER5L	gene-IER5L
IFFO1	gene-IFFO1
IFFO2	gene-IFFO2
IFGGB2	gene-IFGGB2
IFI30	gene-IFI30
IFI35	gene-IFI35
IFI44	gene-IFI44
IFI44L	gene-IFI44L
IFI6	gene-IFI6
IFIT2	gene-IFIT2
IFIT3	gene-IFIT3
IFIT5	gene-IFIT5
IFITM10	gene-IFITM10
IFNG	gene-IFNG
IFNGR1	gene-IFNGR1
IFNLR1	gene-IFNLR1
IFRD1	gene-IFRD1
IFRD2	gene-IFRD2
IFT122	gene-IFT122
IFT140	gene-IFT140
IFT172	gene-IFT172
IFT20	gene-IFT20
IFT22	gene-IFT22
IFT27	gene-IFT27
IFT43	gene-IFT43
IFT46	gene-IFT46
IFT52	gene-IFT52
IFT57	gene-IFT57
IFT74	gene-IFT74
IFT81	gene-IFT81
IFT88	gene-IFT88
IFTAP	gene-IFTAP
IGBP1	gene-IGBP1
IGDCC3	gene-IGDCC3
IGF1	gene-IGF1
IGF1R	gene-IGF1R
IGF2BP2	gene-IGF2BP2
IGF2BP3	gene-IGF2BP3
IGF2R	gene-IGF2R
IGFALS	gene-IGFALS
IGFBP2	gene-IGFBP2
IGFBP4	gene-IGFBP4
IGFBP5	gene-IGFBP5
IGFBP6	gene-IGFBP6
IGFBP7	gene-IGFBP7
IGFLR1	gene-IGFLR1
IGHMBP2	gene-IGHMBP2
IGSF10	gene-IGSF10
IGSF22	gene-IGSF22
IGSF3	gene-IGSF3
IGSF8	gene-IGSF8
IGSF9	gene-IGSF9
IGSF9B	gene-IGSF9B
IHO1	gene-IHO1
IK	gene-IK
IKBIP	gene-IKBIP
IKBKB	gene-IKBKB
IKBKE	gene-IKBKE
IKBKG	gene-IKBKG
IKZF1	gene-IKZF1
IKZF2	gene-IKZF2
IKZF3	gene-IKZF3
IKZF4	gene-IKZF4
IKZF5	gene-IKZF5
IL10	gene-IL10
IL10RA	gene-IL10RA
IL11	gene-IL11
IL12A	gene-IL12A
IL12RB1	gene-IL12RB1
IL12RB2	gene-IL12RB2
IL13	gene-IL13
IL13RA1	gene-IL13RA1
IL15	gene-IL15
IL15RA	gene-IL15RA
IL16	gene-IL16
IL17A	gene-IL17A
IL17B	gene-IL17B
IL17F	gene-IL17F
IL17RA	gene-IL17RA
IL17RB	gene-IL17RB
IL17RC	gene-IL17RC
IL17RD	gene-IL17RD
IL17RE	gene-IL17RE
IL17REL	gene-IL17REL
IL18	gene-IL18
IL18BP	gene-IL18BP
IL18R1	gene-IL18R1
IL18RAP	gene-IL18RAP
IL1R1	gene-IL1R1
IL1R2	gene-IL1R2
IL1RAP	gene-IL1RAP
IL1RL1	gene-IL1RL1
IL1RN	gene-IL1RN
IL2	gene-IL2
IL20RB	gene-IL20RB
IL21	gene-IL21
IL21R	gene-IL21R
IL22	gene-IL22
IL22RA2	gene-IL22RA2
IL23A	gene-IL23A
IL23R	gene-IL23R
IL26	gene-IL26
IL27	gene-IL27
IL27RA	gene-IL27RA
IL2RA	gene-IL2RA
IL2RB	gene-IL2RB
IL2RG	gene-IL2RG
IL34	gene-IL34
IL36G	gene-IL36G
IL37	gene-IL37
IL3RA	gene-IL3RA
IL4	gene-IL4
IL4I1	gene-IL4I1
IL4R	gene-IL4R
IL5	gene-IL5
IL5RA	gene-IL5RA
IL6	gene-IL6
IL6R	gene-IL6R
IL6ST	gene-IL6ST
IL7	gene-IL7
IL7R	gene-IL7R
IL9	gene-IL9
ILDR1	gene-ILDR1
ILDR2	gene-ILDR2
ILF2	gene-ILF2
ILF3	gene-ILF3
ILK	gene-ILK
ILKAP	gene-ILKAP
ILRUN	gene-ILRUN
ILVBL	gene-ILVBL
IMMP1L	gene-IMMP1L
IMMT	gene-IMMT
IMP3	gene-IMP3
IMP4	gene-IMP4
IMPA1	gene-IMPA1
IMPA2	gene-IMPA2
IMPACT	gene-IMPACT
IMPDH1	gene-IMPDH1
IMPDH2	gene-IMPDH2
IMPG2	gene-IMPG2
INA	gene-INA
INAFM2	gene-INAFM2
INCA1	gene-INCA1
INCENP	gene-INCENP
ING1	gene-ING1
ING2	gene-ING2
ING3	gene-ING3
ING4	gene-ING4
ING5	gene-ING5
INHA	gene-INHA
INHBA	gene-INHBA
INHBC	gene-INHBC
INHBE	gene-INHBE
INIP	gene-INIP
INKA1	gene-INKA1
INO80	gene-INO80
INO80C	gene-INO80C
INO80D	gene-INO80D
INO80E	gene-INO80E
INPP1	gene-INPP1
INPP4A	gene-INPP4A
INPP4B	gene-INPP4B
INPP5A	gene-INPP5A
INPP5B	gene-INPP5B
INPP5D	gene-INPP5D
INPP5E	gene-INPP5E
INPP5F	gene-INPP5F
INPP5J	gene-INPP5J
INPP5K	gene-INPP5K
INPPL1	gene-INPPL1
INSIG1	gene-INSIG1
INSIG2	gene-INSIG2
INSL6	gene-INSL6
INSR	gene-INSR
INSRR	gene-INSRR
INSYN1	gene-INSYN1
INSYN2B	gene-INSYN2B
INTS1	gene-INTS1
INTS10	gene-INTS10
INTS11	gene-INTS11
INTS12	gene-INTS12
INTS13	gene-INTS13
INTS14	gene-INTS14
INTS2	gene-INTS2
INTS3	gene-INTS3
INTS4	gene-INTS4
INTS5	gene-INTS5
INTS6	gene-INTS6
INTS6L	gene-INTS6L
INTS7	gene-INTS7
INTS8	gene-INTS8
INTS9	gene-INTS9
INTU	gene-INTU
INVS	gene-INVS
IP6K1	gene-IP6K1
IP6K2	gene-IP6K2
IPO11	gene-IPO11
IPO13	gene-IPO13
IPO4	gene-IPO4
IPO5	gene-IPO5
IPO7	gene-IPO7
IPO8	gene-IPO8
IPO9	gene-IPO9
IPP	gene-IPP
IPPK	gene-IPPK
IQCB1	gene-IQCB1
IQCC	gene-IQCC
IQCD	gene-IQCD
IQCE	gene-IQCE
IQCG	gene-IQCG
IQCK	gene-IQCK
IQCN	gene-IQCN
IQGAP1	gene-IQGAP1
IQGAP2	gene-IQGAP2
IQGAP3	gene-IQGAP3
IQSEC1	gene-IQSEC1
IQSEC2	gene-IQSEC2
IQUB	gene-IQUB
IRAG1	gene-IRAG1
IRAG2	gene-IRAG2
IRAK1	gene-IRAK1
IRAK1BP1	gene-IRAK1BP1
IRAK2	gene-IRAK2
IRAK3	gene-IRAK3
IRAK4	gene-IRAK4
IREB2	gene-IREB2
IRF1	gene-IRF1
IRF2	gene-IRF2
IRF2BP1	gene-IRF2BP1
IRF2BP2	gene-IRF2BP2
IRF3	gene-IRF3
IRF4	gene-IRF4
IRF5	gene-IRF5
IRF6	gene-IRF6
IRF8	gene-IRF8
IRGQ	gene-IRGQ
IRS2	gene-IRS2
IRS4	gene-IRS4
IRX3	gene-IRX3
IRX6	gene-IRX6
ISCA2	gene-ISCA2
ISCU	gene-ISCU
ISG15	gene-ISG15
ISG20	gene-ISG20
ISG20L2	gene-ISG20L2
ISLR2	gene-ISLR2
ISM1	gene-ISM1
ISOC1	gene-ISOC1
ISOC2	gene-ISOC2
IST1	gene-IST1
ISY1	gene-ISY1
ITCH	gene-ITCH
ITFG1	gene-ITFG1
ITFG2	gene-ITFG2
ITGA1	gene-ITGA1
ITGA10	gene-ITGA10
ITGA2	gene-ITGA2
ITGA2B	gene-ITGA2B
ITGA3	gene-ITGA3
ITGA4	gene-ITGA4
ITGA5	gene-ITGA5
ITGA6	gene-ITGA6
ITGA7	gene-ITGA7
ITGA8	gene-ITGA8
ITGA9	gene-ITGA9
ITGAE	gene-ITGAE
ITGAL	gene-ITGAL
ITGAM	gene-ITGAM
ITGAV	gene-ITGAV
ITGB1	gene-ITGB1
ITGB1BP1	gene-ITGB1BP1
ITGB1BP2	gene-ITGB1BP2
ITGB2	gene-ITGB2
ITGB3	gene-ITGB3
ITGB3BP	gene-ITGB3BP
ITGB4	gene-ITGB4
ITGB5	gene-ITGB5
ITGB6	gene-ITGB6
ITGB7	gene-ITGB7
ITGB8	gene-ITGB8
ITIH1	gene-ITIH1
ITIH2	gene-ITIH2
ITIH4	gene-ITIH4
ITIH5	gene-ITIH5
ITK	gene-ITK
ITM2B	gene-ITM2B
ITM2C	gene-ITM2C
ITPA	gene-ITPA
ITPK1	gene-ITPK1
ITPKA	gene-ITPKA
ITPKB	gene-ITPKB
ITPKC	gene-ITPKC
ITPR1	gene-ITPR1
ITPR2	gene-ITPR2
ITPR3	gene-ITPR3
ITPRID2	gene-ITPRID2
ITSN2	gene-ITSN2
IVD	gene-IVD
IWS1	gene-IWS1
IZUMO4	gene-IZUMO4
JADE1	gene-JADE1
JADE2	gene-JADE2
JADE3	gene-JADE3
JAG1	gene-JAG1
JAG2	gene-JAG2
JAGN1	gene-JAGN1
JAK1	gene-JAK1
JAK2	gene-JAK2
JAK3	gene-JAK3
JAKMIP1	gene-JAKMIP1
JAM3	gene-JAM3
JAML	gene-JAML
JARID2	gene-JARID2
JAZF1	gene-JAZF1
JCAD	gene-JCAD
JCHAIN	gene-JCHAIN
JDP2	gene-JDP2
JHY	gene-JHY
JKAMP	gene-JKAMP
JMJD1C	gene-JMJD1C
JMJD4	gene-JMJD4
JMJD6	gene-JMJD6
JMJD7	gene-JMJD7
JMJD8	gene-JMJD8
JMY	gene-JMY
JOSD1	gene-JOSD1
JOSD2	gene-JOSD2
JPH1	gene-JPH1
JPH3	gene-JPH3
JPH4	gene-JPH4
JPT1	gene-JPT1
JPT2	gene-JPT2
JRKL	gene-JRKL
JUNB	gene-JUNB
JUND	gene-JUND
JUP	gene-JUP
KALRN	gene-KALRN
KANK1	gene-KANK1
KANK2	gene-KANK2
