sampleName	Breed/Type	Category	BIOSAMID	runID	sampleName2	sampleName3	sampleName4	Source	AlignmentCenter	Note	inVCF	inAnalyzedSNV	inAnalyzedCNV	effectiveAutosomalMeanCoverage	Sex
CLATUS000004	USA	Coyote	SAMN29845310	SRR20326493	YPi3842	LAT007004		KIZ	Michigan	Gance Creek  Elko County  Independence Range  Elko County  NV	YES	FALSE	FALSE	20.56	Male
CLSP000001	Clumber Spaniel	Breed_Dogs	SAMN15625794	SRR12330398	FAM007119	27422		NHGRI	Michigan		YES	TRUE	TRUE	19.13	Female
CLSP000002	Clumber Spaniel	Breed_Dogs	SAMN15625795	SRR12330397	FAM007164	33091		NHGRI	Michigan		YES	TRUE	TRUE	19.9	Male
CLSP000003	Clumber Spaniel	Breed_Dogs	SAMN15625796	SRR12330396	FAM007165	33092		NHGRI	Michigan		YES	TRUE	TRUE	18.85	Female
CLSP000004	Clumber Spaniel	Breed_Dogs	SAMN20151455	SRR15100266	CSP004A1	FAM005303		Helsinki	Helsinki		YES	TRUE	TRUE	17.52	Male
CLSP000005	Clumber Spaniel	Breed_Dogs	SAMN20151456	SRR15100265	CSP005A1	FAM005304		Helsinki	Helsinki		YES	TRUE	TRUE	17.55	Female
CLUPAZ000001	Azerbaijan	Wolf	SAMN29845311	SRR20326492	LUP004087	YPi0652		KIZ	Michigan	Azerbaijan	YES	TRUE	TRUE	23.5	Male
CLUPCN000001	China	Wolf	SAMN29845312	SRR20326491	YP9805	LUP000078		KIZ	Michigan	HeilongjiangÊProvince	YES	TRUE	TRUE	18.3	Female
CLUPCN000002	China	Wolf	SAMN29845313	SRR20326490	YP5993	LUP000111		KIZ	Michigan	QinghaiÊProvince	YES	TRUE	TRUE	17.21	Female
CLUPCN000003	China	Wolf	SAMN29845314	SRR20326489	YP5994	LUP000112		KIZ	Michigan	QinghaiÊProvince	YES	TRUE	TRUE	17.46	Female
CLUPCN000004	China	Wolf	SAMN29845315	SRR20326487	ypi1001	LUP000145		KIZ	Michigan	Xinjiang	YES	TRUE	TRUE	19.53	Male
CLUPCN000005	China	Wolf	SAMN29845316	SRR20326486	ypi1002	LUP000146		KIZ	Michigan	Xinjiang	YES	TRUE	TRUE	20.81	Male
CLUPCN000006	China	Wolf	SAMN29845317	SRR20326485	YPi1004	LUP000147		KIZ	Michigan	Xinjiang	YES	TRUE	TRUE	20.55	Male
CLUPCN000007	China	Wolf	SAMN29845318	SRR20326484	YPi1007	LUP000148		KIZ	Michigan	Xinjiang	YES	TRUE	TRUE	20.38	Female
CLUPCN000008	China	Wolf	SAMN29845319	SRR20326483	ypi989	LUP000149		KIZ	Michigan	Xinjiang	NO	FALSE	FALSE	19.04	Male
CLUPCN000009	China	Wolf	SAMN29845320	SRR20326482	ypi990	LUP000150		KIZ	Michigan	Xinjiang	YES	TRUE	TRUE	18.96	Female
CLUPCN000010	China	Wolf	SAMN29845321	SRR20326481	ypi991	LUP000151		KIZ	Michigan	Xinjiang	YES	TRUE	TRUE	20.24	Female
CLUPCN000011	China	Wolf	SAMN29845322	SRR20326480	YPi3018	LUP000167		KIZ	Michigan	SichuanÊprovince	NO	FALSE	FALSE	6.96	Female
CLUPCN000012	China	Wolf	SAMN29845323	SRR20326479	YPi3019	LUP000168		KIZ	Michigan	SichuanÊprovince	NO	FALSE	FALSE	9.33	Female
CLUPEA000001	Eurasia	Wolf	SAMN19522949	SRR14750359	LUP006630	LUP006630	2-ADN596	Rennes	Michigan		YES	TRUE	TRUE	20.63	Male
CLUPEU000002	Europe	Wolf	SAMN19522963	SRR14750375	LUP006628	LUP006628	2-ADN12652	Rennes	Michigan		YES	TRUE	TRUE	23.37	Female
CLUPGR000001	Greece	Wolf	SAMN17023496	SRR13376369	LUP006817	RA106		Oxford	Michigan	Ellasona Kalyvia Village Pieria Prefecture Greecce	YES	TRUE	TRUE	18.53	Male
CLUPGR000002	Greece	Wolf	SAMN17023497	SRR13376368	LUP006818	RA107		Oxford	Michigan	Ardaneio Village Evros Prefecture Greece	YES	TRUE	TRUE	18.59	Female
CLUPGR000003	Greece	Wolf	SAMN17023498	SRR13376367	LUP006819	RA108		Oxford	Michigan	Kryovrysh Village Kozanh Prefecture Greece	YES	TRUE	TRUE	17.91	Male
CLUPGR000004	Greece	Wolf	SAMN17023499	SRR13376366	LUP006820	RA109		Oxford	Michigan	Avgi Village Thessaloniki Prefecture Greece	YES	TRUE	TRUE	18.56	Male
CLUPGR000005	Greece	Wolf	SAMN17023500	SRR13376365	LUP006821	RA110		Oxford	Michigan	Lithia Village Kastoria Prefecture Greece	YES	TRUE	TRUE	18.52	Female
CLUPGR000006	Greece	Wolf	SAMN17023501	SRR13376364	LUP006822	RA111		Oxford	Michigan	Mavranaioi Village Grevena Prefecture Greece	YES	TRUE	TRUE	20.75	Female
CLUPGR000007	Greece	Wolf	SAMN17023502	SRR13376363	LUP006823	RA112		Oxford	Michigan	Pythio Village Pieria Prefecture Greece	YES	TRUE	TRUE	18.12	Male
CLUPGR000008	Greece	Wolf	SAMN17023503	SRR13376361	LUP006824	RA114		Oxford	Michigan	Petritsi Village Serres Prefecture Greece	YES	TRUE	TRUE	17.06	Female
CLUPGR000009	Greece	Wolf	SAMN17023504	SRR13376360	LUP006825	RA115		Oxford	Michigan	Perivoli Village Fthiotida Prefecture Greece	YES	TRUE	TRUE	19.5	Female
CLUPGR000010	Greece	Wolf	SAMN17023505	SRR13376359	LUP006826	RA116		Oxford	Michigan	Moschokampos Village Pieria Prefecture Greece	YES	TRUE	TRUE	14.58	Female
CLUPGR000011	Greece	Wolf	SAMN17023506	SRR13376358	LUP006827	RA117		Oxford	Michigan	Perivoli Village Fthiotida Prefecture Greece	YES	TRUE	TRUE	20.35	Male
CLUPGR000012	Greece	Wolf	SAMN17023507	SRR13376357	LUP006828	RA118		Oxford	Michigan	Grevena Village Grevena Prefecture Greece	YES	TRUE	TRUE	17.63	Female
CLUPIR000001	Iran	Wolf	SAMN29845324	SRR20326478	LUP004086	YPi2994		KIZ	Michigan	Iran	YES	TRUE	TRUE	23.12	Male
CLUPIR000002	Iran	Wolf	SAMN29845325	SRR20326412	LUP004100	YPi3649		KIZ	Michigan	Iran	YES	TRUE	TRUE	24.22	Male
CLUPIR000003	Iran	Wolf	SAMN29845326	SRR20326411	LUP004101	YPi3650		KIZ	Michigan	Iran	YES	TRUE	TRUE	26.12	Male
CLUPIR000004	Iran	Wolf	SAMN29845327	SRR20326410	LUP004102	YPi3651		KIZ	Michigan	Iran	YES	TRUE	TRUE	26.18	Female
CLUPIR000005	Iran	Wolf	SAMN29845328	SRR20326409	LUP004104	YPi3653		KIZ	Michigan	Iran	YES	TRUE	TRUE	26.33	Female
CLUPIR000006	Iran	Wolf	SAMN29845329	SRR20326408	LUP004105	YPi3654		KIZ	Michigan	Iran	YES	TRUE	TRUE	25.02	Female
CLUPIR000007	Iran	Wolf	SAMN29845330	SRR20326407	LUP004106	YPi3655		KIZ	Michigan	Iran	NO	FALSE	FALSE	25.08	Male
CLUPKG000001	Kyrgyzstan	Wolf	SAMN29845331	SRR20326406	LUP008521	YP160822-032		KIZ	Michigan	near Nura	YES	FALSE	FALSE	16.49	Female
CLUPKZ000002	Kazakhstan	Wolf	SAMN29845332	SRR20326405	LUP008522	YP160822-033		KIZ	Michigan	Betpak Dala	YES	TRUE	TRUE	21.64	Male
CLUPPT000001	Portugal	Wolf	SAMN17023514	SRR13376349	LUP006829	RA195		Oxford	Michigan	Portugal	YES	TRUE	TRUE	18.11	Female
CLUPPT000002	Portugal	Wolf	SAMN17023515	SRR13376348	LUP006830	RA196		Oxford	Michigan	Portugal	YES	TRUE	TRUE	18.9	Male
CLUPRU000001	Russia	Wolf	SAMN29845333	SRR20326404	LUP008512	ypi584		KIZ	Michigan	Altai republicKabanucha	YES	TRUE	TRUE	19.68	Male
CLUPRU000002	Russia	Wolf	SAMN29845334	SRR20326403	LUP008513	ypi585		KIZ	Michigan	Altai republicKabanucha	YES	TRUE	TRUE	19.17	Male
CLUPRU000003	Russia	Wolf	SAMN29845335	SRR20326401	LUP008514	ypi596		KIZ	Michigan	Altai republicKabanucha	YES	TRUE	TRUE	19.22	Female
CLUPRU000004	Russia	Wolf	SAMN29845336	SRR20326400	LUP008515	ypi639		KIZ	Michigan	Sakha-Yakutia republic North part	YES	TRUE	TRUE	19.36	Female
CLUPRU000005	Russia	Wolf	SAMN29845337	SRR20326399	LUP008516	YP160822-024		KIZ	Michigan	Tver	YES	TRUE	TRUE	18.36	Male
CLUPRU000006	Russia	Wolf	SAMN29845338	SRR20326398	LUP008517	YP160822-025		KIZ	Michigan	Velikolukskiy	YES	TRUE	TRUE	19.05	Female
CLUPRU000007	Russia	Wolf	SAMN29845339	SRR20326397	LUP008518	YP160822-026		KIZ	Michigan	Velykolukskiy	YES	TRUE	TRUE	22.21	Female
CLUPRU000008	Russia	Wolf	SAMN29845340	SRR20326396	LUP008519	YP160822-027		KIZ	Michigan	Novosokolnicheskiy	YES	TRUE	TRUE	20.9	Male
CLUPRU000009	Russia	Wolf	SAMN29845341	SRR20326395	LUP008558	YPi0621		KIZ	Michigan	Russia	YES	TRUE	TRUE	23.24	Male
CLUPRU000010	Russia	Wolf	SAMN29845342	SRR20326394	LUP008559	YPi3102		KIZ	Michigan	Russia	YES	TRUE	TRUE	25.79	Male
CLUPRU000011	Russia	Wolf	SAMN29845343	SRR20326393	LUP008560	YPi0634		KIZ	Michigan	Russia	YES	TRUE	TRUE	21.97	Female
CLUPRU000012	Russia	Wolf	SAMN29845344	SRR20326392	LUP008561	YPi0638		KIZ	Michigan	Russia	YES	TRUE	TRUE	22.11	Male
CLUPRU000013	Russia	Wolf	SAMN29845345	SRR20326390	LUP008562	YPi0640		KIZ	Michigan	Russia	YES	TRUE	TRUE	21.8	Male
CLUPRU000014	Russia	Wolf	SAMN29845346	SRR20326389	LUP008563	YPi0644		KIZ	Michigan	Russia	YES	TRUE	TRUE	22.37	Female
CLUPRU000018	Russia	Wolf	SAMN29845347	SRR20326388	YP160822-028	LUP008520		KIZ	Michigan	Sochi	NO	FALSE	FALSE	16.25	Female
CLUPRU000019	Russia	Wolf	SAMN29845348	SRR20326387	YP160822-038	LUP008527		KIZ	Michigan	Archangels province	YES	FALSE	FALSE	19.69	Male
CLUPRU000020	Russia	Wolf	SAMN29845349	SRR20326386	YP160822-039	LUP008528		KIZ	Michigan	Archangels province	YES	FALSE	FALSE	22.15	Female
CLUPSE000001	Sweden	Wolf	SAMN17023516	SRR13376347	LUP006645	20115275	CRR032393	Oxford	Michigan	Sweden (Swedish Museum of Natural History)	YES	TRUE	TRUE	18.66	Female
CLUPSE000002	Sweden	Wolf	SAMN17023517	SRR13376346	LUP006646	20115034	CRR032394	Oxford	Michigan	Sweden (Swedish Museum of Natural History)	YES	TRUE	TRUE	22.14	Male
CLUPSE000003	Sweden	Wolf	SAMN17023518	SRR13376345	LUP006647	20115355	CRR032395	Oxford	Michigan	Sweden (Swedish Museum of Natural History)	YES	TRUE	TRUE	18.33	Female
CLUPSE000004	Sweden	Wolf	SAMN17023519	SRR13376344	LUP006648	20115100	CRR032396	Oxford	Michigan	Sweden (Swedish Museum of Natural History)	YES	TRUE	TRUE	20.36	Female
CLUPSE000005	Sweden	Wolf	SAMN17023520	SRR13376343	LUP006649	20115277	CRR032397	Oxford	Michigan	Sweden (Swedish Museum of Natural History)	YES	TRUE	TRUE	16.7	Male
CLUPSE000006	Sweden	Wolf	SAMN17023521	SRR13376342	LUP006650	20115054	CRR032398	Oxford	Michigan	Sweden (Swedish Museum of Natural History)	YES	TRUE	TRUE	17.84	Female
CLUPTJ000001	Tajikistan	Wolf	SAMN29845350	SRR20326385	LUP003505	YPi3124		KIZ	Michigan	Tajikistan	YES	FALSE	FALSE	17.81	Female
CLUPTJ000002	Tajikistan	Wolf	SAMN29845351	SRR20326384	LUP003506	YPi3125		KIZ	Michigan	Tajikistan	YES	FALSE	FALSE	23.37	Male
CLUPTJ000003	Tajikistan	Wolf	SAMN29845352	SRR20326383	LUP003513	YPi3130		KIZ	Michigan	Tajikistan	YES	TRUE	TRUE	22.74	Female
CLUPTJ000004	Tajikistan	Wolf	SAMN29845353	SRR20326382	LUP008523	YP160822-034		KIZ	Michigan	Murgab Atobek conces	YES	TRUE	FALSE	21.71	Female
CLUPTJ000005	Tajikistan	Wolf	SAMN29845354	SRR20326381	LUP008524	YP160822-035		KIZ	Michigan	Murgab Atobek conces	YES	TRUE	TRUE	21.85	Male
CLUPTJ000006	Tajikistan	Wolf	SAMN29845355	SRR20326251	LUP008525	YP160822-036		KIZ	Michigan	Murgab Atobek conces	YES	TRUE	FALSE	24.8	Male
CLUPTJ000007	Tajikistan	Wolf	SAMN29845356	SRR20326250	LUP008526	YP160822-037		KIZ	Michigan	Murgab Atobek conces	YES	FALSE	FALSE	17.3	Female
CNCS000001	Cane Corso	Breed_Dogs	SAMN15625797	SRR12330395	FAM007235	27352		NHGRI	Michigan		YES	TRUE	TRUE	21.11	Female
CNCS000002	Cane Corso	Breed_Dogs	SAMN21036265	SRR15734897	CI005	FAM005407		Bern	Bern		YES	TRUE	TRUE	18.37	Male
CNCS000003	Cane Corso	Breed_Dogs	SAMN20151428	SRR15100148	CAC035	FAM005276		Helsinki	Helsinki		YES	TRUE	TRUE	18.7	Male
CNCS000004	Cane Corso	Breed_Dogs	SAMN19522798	SRR14750410	FAM005933	2-ADN12310		Rennes	Michigan		YES	TRUE	TRUE	21.24	Female
CNTI000001	Continental Bulldog	Breed_Dogs	SAMN21036412	SRR15734847	OB001	FAM005433		Bern	Bern		YES	TRUE	TRUE	17.32	Female
CNTI000002	Continental Bulldog	Breed_Dogs	SAMN21036413	SRR15734845	OB002	FAM005508		Bern	Bern		YES	TRUE	TRUE	19.76	Female
CNTI000003	Continental Bulldog	Breed_Dogs	SAMN21036414	SRR15734844	OB003	FAM005509		Bern	Bern		YES	TRUE	TRUE	18.81	Female
CNTI000004	Continental Bulldog	Breed_Dogs	SAMN21036415	SRR15734843	OB007	FAM005510		Bern	Bern		YES	TRUE	TRUE	17.69	Male
CNTI000005	Continental Bulldog	Breed_Dogs	SAMN21036416	SRR15734842	OB010	FAM005511		Bern	Bern		YES	TRUE	TRUE	18.06	Female
CNTI000006	Continental Bulldog	Breed_Dogs	SAMN21036417	SRR15734841	OB014	FAM005512		Bern	Bern		YES	TRUE	TRUE	18.9	Female
COLL000001	Collie	Breed_Dogs	SAMN15625798	SRR12330394	FAM007087	13303		NHGRI	Michigan		YES	TRUE	TRUE	20.01	Male
COLL000002	Collie	Breed_Dogs	SAMN15625799	SRR12330393	FAM007129	28861		NHGRI	Michigan	read order fixed	YES	TRUE	TRUE	19.2	Female
COLL000003	Collie	Breed_Dogs	SAMN15625800	SRR12330392	FAM007131	29554		NHGRI	Michigan		YES	TRUE	TRUE	19.73	Male
COLL000004	Collie	Breed_Dogs	SAMN21036267	SRR15734895	CL003	FAM005408		Bern	Bern		YES	TRUE	TRUE	18.78	Male
COLL000005	Collie	Breed_Dogs	SAMN20151453	SRR15100268	CPK085A1	FAM005301		Helsinki	Helsinki		YES	TRUE	TRUE	20.76	Male
COLL000006	Collie	Breed_Dogs	SAMN20151454	SRR15100267	CPK094A1	FAM005302		Helsinki	Helsinki		YES	TRUE	TRUE	16.72	Female
COLL000007	Collie	Breed_Dogs	SAMN20151440	SRR15100135	CLK076A1	FAM005288		Helsinki	Helsinki		YES	TRUE	TRUE	22.28	Male
COLL000008	Collie	Breed_Dogs	SAMN20151441	SRR15100134	CLK139A1	FAM005289		Helsinki	Helsinki		YES	TRUE	TRUE	19.16	Male
COLL000009	Collie	Breed_Dogs	SAMN20151442	SRR15100133	CLK140A1	FAM005290		Helsinki	Helsinki		YES	TRUE	TRUE	18.89	Male
COLL000010	Collie	Breed_Dogs	SAMN20151443	SRR15100279	CLK141A1	FAM005291		Helsinki	Helsinki		YES	TRUE	TRUE	19.7	Male
COLL000011	Collie	Breed_Dogs	SAMN20151444	SRR15100278	CLK200A1	FAM005292		Helsinki	Helsinki		YES	TRUE	TRUE	19.67	Female
COLL000012	Collie	Breed_Dogs	SAMN20151445	SRR15100277	CLK223A1	FAM005293		Helsinki	Helsinki		YES	TRUE	TRUE	20.26	Male
COLL000013	Collie	Breed_Dogs	SAMN19522799	SRR14750411	FAM006560	2-ADN6761		Rennes	Michigan		YES	TRUE	TRUE	28.7	Female
COOK000001	Chinook	Breed_Dogs	SAMN15625801	SRR12330390	FAM007269	33140		NHGRI	Michigan		YES	TRUE	TRUE	17.46	Female
COOK000002	Chinook	Breed_Dogs	SAMN15625802	SRR12330389	FAM007270	33141		NHGRI	Michigan		YES	TRUE	TRUE	20.21	Female
COOK000003	Chinook	Breed_Dogs	SAMN15625803	SRR12330388	FAM007272	33143		NHGRI	Michigan		YES	TRUE	TRUE	19.47	Female
COOK000004	Chinook	Breed_Dogs	SAMN15625804	SRR12330387	FAM007278	33256		NHGRI	Michigan		YES	TRUE	TRUE	17.51	Male
COOK000005	Chinook	Breed_Dogs	SAMN15625805	SRR12330386	FAM007341	33257		NHGRI	Uppsala		YES	TRUE	TRUE	16.48	Male
COOK000006	Chinook	Breed_Dogs	SAMN15625806	SRR12330385	FAM007342	33317		NHGRI	Uppsala		YES	TRUE	TRUE	16.16	Female
COOK000007	Chinook	Breed_Dogs	SAMN15625807	SRR12330384	FAM007343	33360		NHGRI	Uppsala		NO	FALSE	FALSE	11.45	Male
COOK000008	Chinook	Breed_Dogs	SAMN15625808	SRR12330383	FAM007344	33362		NHGRI	Uppsala		NO	FALSE	FALSE	8.77	Male
COOK000009	Chinook	Breed_Dogs	SAMN15625809	SRR12330382	FAM007345	33386		NHGRI	Uppsala		NO	FALSE	FALSE	10.19	Female
COTO000001	Coton de Tulear	Breed_Dogs	SAMN15625810	SRR12330381	FAM007172	33217		NHGRI	Michigan		YES	TRUE	TRUE	18.85	Female
COTO000002	Coton de Tulear	Breed_Dogs	SAMN15625811	SRR12330379	FAM007346	33882		NHGRI	Uppsala		NO	FALSE	FALSE	16.64	Female
COTO000003	Coton de Tulear	Breed_Dogs	SAMN21036268	SRR15734894	CO003	FAM005409		Bern	Bern		YES	TRUE	TRUE	18.11	Male
COTO000004	Coton de Tulear	Breed_Dogs	SAMN20151434	SRR15100141	CDT451	FAM005282		Helsinki	Helsinki		YES	TRUE	TRUE	17.74	Female
CRES000001	Chinese Crested	Breed_Dogs	SAMN21036261	SRR15734669	CC604	FAM005566		Bern	Bern		YES	TRUE	TRUE	18.83	Male
CRES000002	Chinese Crested	Breed_Dogs	SAMN21035103	SRR16048865	KHK431A1	FAM005648		Helsinki	Helsinki		YES	TRUE	TRUE	18.16	Male
CRSP000001	Croatian Sheepdog	Breed_Dogs	SAMN21035104	SRR16048864	KPK004A1	FAM006741		Helsinki	Helsinki		YES	TRUE	TRUE	16.86	Female
CRSP000002	Croatian Sheepdog	Breed_Dogs	SAMN21035105	SRR16048863	KPK005A1	FAM006742		Helsinki	Helsinki		YES	TRUE	TRUE	20.14	Male
CRSP000003	Croatian Sheepdog	Breed_Dogs	SAMN21035106	SRR16048862	KPK006A1	FAM006743		Helsinki	Helsinki		YES	TRUE	TRUE	17.24	Female
CRSP000004	Croatian Sheepdog	Breed_Dogs	SAMN21035107	SRR16048861	KPK007A1	FAM006744		Helsinki	Helsinki		YES	TRUE	TRUE	17.97	Male
CRTR000001	Cretan Tracer	Breed_Dogs	SAMN30371173	SRR21121000	FAM005076	Cf1	CRR033008	Oxford	Michigan		YES	TRUE	TRUE	18.15	Male
CRTR000002	Cretan Tracer	Breed_Dogs	SAMN30371174	SRR21120999	FAM005077	Cf2	CRR033009	Oxford	Michigan		YES	TRUE	TRUE	18.63	Female
CRTR000003	Cretan Tracer	Breed_Dogs	SAMN17023491	SRR13376337	FAM005078	Cf3	CRR033010	Oxford	Michigan	Kritikos Lagonikos	YES	TRUE	TRUE	17.34	Female
CRTR000004	Cretan Tracer	Breed_Dogs	SAMN17023492	SRR13376336	FAM005079	Cf4	CRR033011	Oxford	Michigan	Kritikos Lagonikos	YES	TRUE	TRUE	18.28	Male
CRTR000005	Cretan Tracer	Breed_Dogs	SAMN17023493	SRR13376372	FAM005080	Cf5	CRR033012	Oxford	Michigan	Kritikos Lagonikos	YES	TRUE	TRUE	19.18	Male
CRTR000006	Cretan Tracer	Breed_Dogs	SAMN17023494	SRR13376371	FAM005081	Cf6	CRR033013	Oxford	Michigan	Kritikos Lagonikos	YES	TRUE	TRUE	17.32	Female
CRTR000007	Cretan Tracer	Breed_Dogs	SAMN17023495	SRR13376370	FAM005082	Cf7	CRR033014	Oxford	Michigan	Kritikos Lagonikos	YES	TRUE	TRUE	17.5	Female
CRTR000008	Hellenic Hound	Breed_Dogs	SAMN17023508	SRR13376356	FAM005083	Cf8	CRR033015	Oxford	Michigan	Greek tracer	YES	TRUE	TRUE	17.77	Male
CRTR000009	Hellenic Hound	Breed_Dogs	SAMN17023509	SRR13376355	FAM005084	Cf9	CRR033016	Oxford	Michigan	Greek tracer	YES	TRUE	TRUE	18.92	Female
CRTR000010	Hellenic Hound	Breed_Dogs	SAMN17023510	SRR13376354	FAM005085	Cf10	CRR033017	Oxford	Michigan	Greek tracer	YES	TRUE	TRUE	18.59	Male
CRTR000011	Hellenic Hound	Breed_Dogs	SAMN17023511	SRR13376353	FAM005086	Cf11	CRR033018	Oxford	Michigan	Greek tracer	YES	TRUE	TRUE	17.12	Female
CRTR000012	Hellenic Hound	Breed_Dogs	SAMN17023512	SRR13376352	FAM005087	Cf12	CRR033019	Oxford	Michigan	Greek tracer	YES	TRUE	TRUE	17.31	Female
CSHD000001	Catalan Sheepdog	Breed_Dogs	SAMN21035108	SRR16048860	KAT025A1	FAM005380		Helsinki	Helsinki		YES	TRUE	TRUE	17.29	Female
CSHD000002	Catalan Sheepdog	Breed_Dogs	SAMN21035109	SRR16048859	KAT026A1	FAM005381		Helsinki	Helsinki		YES	TRUE	TRUE	18.98	Female
CSHD000003	Catalan Sheepdog	Breed_Dogs	SAMN21035110	SRR16048858	KAT036A1	FAM005382		Helsinki	Helsinki		YES	TRUE	TRUE	18.31	Male
CSHD000004	Catalan Sheepdog	Breed_Dogs	SAMN19522800	SRR14750412	FAM006544	2-ADN5570		Rennes	Michigan		YES	TRUE	TRUE	19.36	Female
CSHD000005	Catalan Sheepdog	Breed_Dogs	SAMN19522801	SRR14750413	FAM006577	2-ADN8320		Rennes	Michigan		YES	TRUE	TRUE	19.74	Female
CSKT000001	Cesky Terrier	Breed_Dogs	SAMN15625812	SRR12330378	FAM007337	31121		NHGRI	Uppsala		NO	FALSE	FALSE	7.7	Female
CSKT000002	Cesky Terrier	Breed_Dogs	SAMN15625813	SRR12330377	FAM007248	31125		NHGRI	Michigan		NO	FALSE	FALSE	14.09	Male
CSKT000003	Cesky Terrier	Breed_Dogs	SAMN15625814	SRR12330376	FAM007284	33431		NHGRI	Michigan		YES	TRUE	TRUE	20.24	Male
CSKT000004	Cesky Terrier	Breed_Dogs	SAMN15625815	SRR12330375	FAM007338	33431		NHGRI	Uppsala		NO	FALSE	FALSE	16.72	Male
CSKT000005	Cesky Terrier	Breed_Dogs	SAMN15625816	SRR12330374	FAM007286	33463		NHGRI	Michigan		YES	TRUE	TRUE	19.23	Female
CSKT000006	Cesky Terrier	Breed_Dogs	SAMN20151435	SRR15100140	CET029	FAM005283		Helsinki	Helsinki		YES	TRUE	TRUE	19.67	Male
CSKT000007	Cesky Terrier	Breed_Dogs	SAMN20151436	SRR15100139	CET039	FAM005284		Helsinki	Helsinki		YES	TRUE	TRUE	18.72	Female
CSKT000008	Cesky Terrier	Breed_Dogs	SAMN20151437	SRR15100138	CET051	FAM005285		Helsinki	Helsinki		YES	TRUE	TRUE	17.67	Female
CTLB000001	Catalburun	Breed_Dogs	SAMN29845572	SRR20326620	FAM004047	ZTD16061337		RIT	Michigan		YES	TRUE	TRUE	18.68	Female
CTLB000002	Catalburun	Breed_Dogs	SAMN29845573	SRR20326619	FAM004048	ZTD16061338		RIT	Michigan		YES	TRUE	TRUE	19.14	Female
CTLB000003	Catalburun	Breed_Dogs	SAMN29845574	SRR20326618	FAM004049	ZTD16061339		RIT	Michigan		YES	TRUE	TRUE	20.21	Female
CZEC000001	Czechoslovakian Wolfdog	Breed_Dogs	SAMN21036513	SRR15734751	TW009	FAM005628		Bern	Bern		YES	TRUE	TRUE	18.05	Female
CZEC000002	Czechoslovakian Wolfdog	Breed_Dogs	SAMN21036514	SRR15734750	TW069	FAM005629		Bern	Bern		YES	TRUE	TRUE	18.56	Male
CZEC000003	Czechoslovakian Wolfdog	Breed_Dogs	SAMN29949170	SRR20637404	CSV001A1	FAM005306		Helsinki	Helsinki		YES	TRUE	TRUE	20.69	Male
CZEC000004	Czechoslovakian Wolfdog	Breed_Dogs	SAMN29949171	SRR20637403	CSV007A1	FAM005307		Helsinki	Helsinki		YES	TRUE	TRUE	19.6	Female
DACH000001	Dachshund	Breed_Dogs	SAMN15625817	SRR12330373	FAM007056	8257		NHGRI	Michigan		YES	TRUE	TRUE	18.56	Female
DACH000002	Dachshund	Breed_Dogs	SAMN15625818	SRR12330372	FAM007057	8272		NHGRI	Michigan		YES	TRUE	TRUE	21.29	Female
DACH000003	Dachshund	Breed_Dogs	SAMN21035111	SRR16048856	KKM179A1	FAM005652		Helsinki	Helsinki		YES	TRUE	TRUE	18.31	Female
DACH000004	Dachshund	Breed_Dogs	SAMN21035112	SRR16048855	KKM180A1	FAM005653		Helsinki	Helsinki		YES	TRUE	TRUE	18.05	Male
DACH000005	Dachshund	Breed_Dogs	SAMN21035113	SRR16048854	KKM200A1	FAM005654		Helsinki	Helsinki		YES	TRUE	TRUE	18.28	Male
DACH000006	Dachshund	Breed_Dogs	SAMN21035114	SRR16048853	KMK018A1	FAM005657		Helsinki	Helsinki		YES	TRUE	TRUE	19.74	Female
DACH000007	Dachshund	Breed_Dogs	SAMN21035115	SRR16048852	KML078A1	FAM005658		Helsinki	Helsinki		YES	TRUE	TRUE	18.6	Female
DACH000008	Dachshund	Breed_Dogs	SAMN21035116	SRR16048851	PKM018A2	FAM005741		Helsinki	Helsinki		YES	TRUE	TRUE	17.55	Female
DACH000009	Dachshund	Breed_Dogs	SAMN21035117	SRR16048850	PKM019A1	FAM005742		Helsinki	Helsinki		YES	TRUE	TRUE	19.74	Male
DACH000010	Dachshund	Breed_Dogs	SAMN21035118	SRR16048849	PKM050A1	FAM005743		Helsinki	Helsinki		YES	TRUE	TRUE	18.76	Female
DACH000011	Dachshund	Breed_Dogs	SAMN21035119	SRR16048847	PKM058A1	FAM006814		Helsinki	Helsinki		YES	TRUE	TRUE	16.8	Female
DACH000012	Dachshund	Breed_Dogs	SAMN19522802	SRR14750415	FAM005945	2-ADN12759		Rennes	Michigan		YES	TRUE	TRUE	17.95	Male
DACH000013	Dachshund	Breed_Dogs	SAMN19522803	SRR14750416	FAM006603	3-ADN9741-1		Rennes	Michigan		YES	TRUE	TRUE	18.08	Male
DACH000014	Dachshund	Breed_Dogs	SAMN19522804	SRR14750417	FAM005920	2-ADN11544		Rennes	Michigan		YES	TRUE	TRUE	20.91	Male
DACH000015	Dachshund	Breed_Dogs	SAMN19522805	SRR14750418	FAM005927	2-ADN12059		Rennes	Michigan		YES	TRUE	TRUE	19.71	Female
DACH000016	Dachshund	Breed_Dogs	SAMN19522806	SRR14750419	FAM005935	2-ADN12467		Rennes	Michigan		YES	TRUE	TRUE	18.01	Female
DACH000017	Dachshund	Breed_Dogs	SAMN19522807	SRR14750420	FAM005983	3-ADN22484		Rennes	Michigan		YES	TRUE	TRUE	19	Male
